ID,Applicant_Name,Gender,District,State,Pincode,Ownership,GovtID_Type,ID_Number,Category,Load_Applied,Date_of_Application,Date_of_Approval,Modified_Date,Status,Reviewer_ID,Reviewer_Name,Reviewer_Comments
903,ALEJANDRA,Male,East,KARNATAKA,560064,INDIVIDUAL,PAN,5967885,Commercial,10,30-01-2021,05-08-2024,28-02-2021,Approved,4510,VINOD GUPTA,Installation pending
904,KELLI,Male,East,KARNATAKA,560056,INDIVIDUAL,VOTER_ID,72720,Commercial,12,13-05-2021,20-11-2024,13-06-2021,Connection Released,1460,HEM CHAND,Installation completed
905,MO,Male,East,KARNATAKA,560060,INDIVIDUAL,PAN,4070637,Residential,5,09-04-2021,29-11-2024,09-05-2021,Approved,1460,HEM CHAND,Installation pending
906,PERRY,Male,East,KARNATAKA,560021,INDIVIDUAL,PAN,8330986,Commercial,6,28-09-2021,27-11-2024,28-10-2021,Approved,1678,Manoj Pandey,Installation pending
907,SONYA,Male,East,KARNATAKA,560052,INDIVIDUAL,PAN,2391244,Residential,5,20-03-2021,13-09-2024,20-04-2021,Approved,4510,VINOD GUPTA,Installation pending
908,DAPHNE,Female,East,KARNATAKA,560024,INDIVIDUAL,PAN,4518661,Commercial,5,30-09-2021,28-11-2024,30-10-2021,Approved,1311,Sudhanshu Gupta,Installation pending
909,GEOFF,Female,East,KARNATAKA,560051,INDIVIDUAL,PAN,4875582,Commercial,3,29-08-2021,12-02-2024,29-09-2021,Connection Released,1678,Manoj Pandey,Installation completed
910,AGNÈS,Female,East,KARNATAKA,560056,INDIVIDUAL,PASSPORT,981667754,Residential,1,01-10-2021,02-07-2024,01-11-2021,Connection Released,1678,Manoj Pandey,Installation completed
911,ALLYSON,Female,East,KARNATAKA,560055,INDIVIDUAL,VOTER_ID,88354,Commercial,7,09-03-2021,09-07-2024,09-04-2021,Connection Released,4510,VINOD GUPTA,Installation completed
912,DUANE,Female,East,KARNATAKA,560062,INDIVIDUAL,VOTER_ID,94359,Commercial,7,06-05-2021,15-02-2024,06-06-2021,Approved,1678,Manoj Pandey,Installation pending
913,SHEENA,Female,East,KARNATAKA,560013,INDIVIDUAL,VOTER_ID,71556,Residential,8,17-11-2021,30-07-2024,17-12-2021,Approved,2456,RAHUL SINGH,Installation pending
914,DARRELL,Female,East,KARNATAKA,560016,JOINT,PAN,7171083,Residential,11,29-05-2021,18-05-2024,29-06-2021,Connection Released,1678,Manoj Pandey,Installation completed
915,RAPHAEL,Female,East,KARNATAKA,560005,INDIVIDUAL,VOTER_ID,76764,Residential,8,08-02-2021,14-12-2024,08-03-2021,Approved,1460,HEM CHAND,Installation pending
916,JULIET,Female,East,KARNATAKA,560038,INDIVIDUAL,PAN,1417691,Residential,2,07-11-2021,16-12-2024,07-12-2021,Approved,1311,Sudhanshu Gupta,Installation pending
917,ELVIS,Female,East,KARNATAKA,560025,INDIVIDUAL,VOTER_ID,73970,Commercial,3,25-02-2021,26-08-2024,25-03-2021,Connection Released,1678,Manoj Pandey,Installation completed
918,AILEEN,Female,East,KARNATAKA,560039,INDIVIDUAL,VOTER_ID,76821,Residential,5,03-11-2021,17-01-2022,03-12-2021,Connection Released,2456,RAHUL SINGH,Installation completed
919,VALENTINA,Female,East,KARNATAKA,560003,JOINT,VOTER_ID,77254,Commercial,6,21-01-2021,28-02-2024,21-02-2021,Connection Released,4510,VINOD GUPTA,Installation completed
920,TRISH,Female,East,KARNATAKA,560029,INDIVIDUAL,VOTER_ID,90659,Residential,9,08-12-2021,12-01-2022,08-01-2022,Approved,1678,Manoj Pandey,Installation pending
921,GARRETT,Female,East,KARNATAKA,560036,INDIVIDUAL,AADHAR,7.28E+11,Residential,10,20-01-2021,03-01-2022,20-02-2021,Approved,4510,VINOD GUPTA,Installation pending
922,RAVI,Female,East,KARNATAKA,560058,INDIVIDUAL,PAN,9975577,Commercial,5,11-10-2021,11-04-2024,11-11-2021,Approved,1678,Manoj Pandey,Installation pending
923,MAXINE,Female,East,KARNATAKA,560013,INDIVIDUAL,PASSPORT,49707938,Residential,6,12-12-2021,24-06-2024,12-01-2022,Approved,1678,Manoj Pandey,Installation pending
924,MILTON,Female,East,KARNATAKA,560029,INDIVIDUAL,PAN,1394170,Commercial,7,05-02-2021,07-08-2024,05-03-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
925,LORENZO,Female,East,KARNATAKA,560017,INDIVIDUAL,PAN,2987839,Commercial,4,15-07-2021,25-12-2024,15-08-2021,Connection Released,1678,Manoj Pandey,Installation completed
926,MICHAL,Female,East,KARNATAKA,560023,INDIVIDUAL,PASSPORT,855446210,Residential,2,23-11-2021,28-02-2024,23-12-2021,Connection Released,1678,Manoj Pandey,Installation completed
927,IVETTE,Female,East,KARNATAKA,560036,INDIVIDUAL,PAN,3729306,Residential,6,10-08-2021,01-07-2024,10-09-2021,Approved,2456,RAHUL SINGH,Installation pending
928,LLOYD,Female,East,KARNATAKA,560061,INDIVIDUAL,PASSPORT,912549400,Residential,4,06-09-2021,05-10-2024,06-10-2021,Approved,1311,Sudhanshu Gupta,Installation pending
929,CELIA,Female,East,KARNATAKA,560061,INDIVIDUAL,AADHAR,3.24E+11,Residential,9,19-10-2021,21-04-2024,19-11-2021,Connection Released,2456,RAHUL SINGH,Installation completed
930,LILIANA,Female,East,KARNATAKA,560020,INDIVIDUAL,PAN,2813784,Residential,9,12-09-2021,06-10-2024,12-10-2021,Connection Released,1678,Manoj Pandey,Installation completed
931,ELLA,Female,East,KARNATAKA,560010,JOINT,PAN,1567516,Residential,7,22-08-2021,20-07-2024,22-09-2021,Connection Released,2456,RAHUL SINGH,Installation completed
932,HASSAN,Female,East,KARNATAKA,560060,INDIVIDUAL,PAN,7947766,Commercial,6,23-07-2021,24-10-2024,23-08-2021,Connection Released,2456,RAHUL SINGH,Installation completed
933,TOBY,Female,East,KARNATAKA,560036,INDIVIDUAL,PASSPORT,44460907,Commercial,6,02-12-2021,10-01-2022,02-01-2022,Connection Released,1460,HEM CHAND,Installation completed
934,SHIRA,Female,East,KARNATAKA,560050,INDIVIDUAL,VOTER_ID,87149,Residential,11,22-08-2021,22-09-2024,22-09-2021,Approved,4510,VINOD GUPTA,Installation pending
935,BETHANY,Female,East,KARNATAKA,560014,INDIVIDUAL,VOTER_ID,92919,Commercial,11,20-08-2021,25-07-2024,20-09-2021,Approved,1460,HEM CHAND,Installation pending
936,GRETCHEN,Female,East,KARNATAKA,560005,INDIVIDUAL,VOTER_ID,86136,Commercial,6,02-11-2021,02-06-2024,02-12-2021,Approved,2456,RAHUL SINGH,Installation pending
937,YANA,Female,East,KARNATAKA,560027,INDIVIDUAL,PASSPORT,842106208,Commercial,12,08-04-2021,07-11-2024,08-05-2021,Connection Released,1460,HEM CHAND,Installation completed
938,DEB,Female,East,KARNATAKA,560054,INDIVIDUAL,AADHAR,2.58E+11,Residential,12,25-07-2021,21-01-2022,25-08-2021,Connection Released,1460,HEM CHAND,Installation completed
939,ALYSON,Female,East,KARNATAKA,560001,INDIVIDUAL,VOTER_ID,70187,Commercial,5,07-03-2021,23-04-2024,07-04-2021,Connection Released,1460,HEM CHAND,Installation completed
940,RORY,Female,East,KARNATAKA,560019,JOINT,VOTER_ID,95352,Commercial,3,09-11-2021,27-05-2024,09-12-2021,Approved,1460,HEM CHAND,Installation pending
941,CANDY,Female,East,KARNATAKA,560020,JOINT,VOTER_ID,98752,Commercial,3,08-01-2021,15-02-2024,08-02-2021,Approved,1460,HEM CHAND,Installation pending
942,ROLAND,Female,East,KARNATAKA,560024,INDIVIDUAL,AADHAR,3.11E+11,Residential,7,22-09-2021,02-06-2024,22-10-2021,Connection Released,4510,VINOD GUPTA,Installation completed
943,STÉPHAN,Female,East,KARNATAKA,560027,JOINT,PAN,1174601,Residential,9,05-09-2021,07-04-2024,05-10-2021,Pending,1460,HEM CHAND,Documents verification in progress
944,NELLY,Female,East,KARNATAKA,560002,INDIVIDUAL,AADHAR,6.48E+11,Residential,12,10-08-2021,06-02-2024,10-09-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
945,WINSTON,Female,East,KARNATAKA,560051,INDIVIDUAL,AADHAR,1.46E+11,Residential,8,23-01-2021,26-11-2024,23-02-2021,Pending,1678,Manoj Pandey,Documents verification in progress
946,GUILLERMO,Female,East,KARNATAKA,560002,INDIVIDUAL,AADHAR,8.44E+11,Commercial,3,11-10-2021,01-01-2022,11-11-2021,Pending,1678,Manoj Pandey,Documents verification in progress
947,CLARE,Female,East,KARNATAKA,560005,INDIVIDUAL,PAN,3568970,Commercial,10,28-12-2021,14-05-2024,28-01-2022,Approved,1460,HEM CHAND,Installation pending
948,DAMARIS,Female,East,KARNATAKA,560012,INDIVIDUAL,VOTER_ID,87852,Residential,2,09-07-2021,28-02-2024,09-08-2021,Approved,4510,VINOD GUPTA,Installation pending
949,ISABELLA,Female,East,KARNATAKA,560052,INDIVIDUAL,PASSPORT,60569218,Commercial,3,07-05-2021,10-09-2024,07-06-2021,Approved,2456,RAHUL SINGH,Installation pending
950,JANA,Female,East,KARNATAKA,560012,INDIVIDUAL,PAN,9621081,Residential,2,01-02-2021,14-05-2024,01-03-2021,Approved,1311,Sudhanshu Gupta,Installation pending
951,STEPH,Female,East,KARNATAKA,560059,INDIVIDUAL,PAN,2532564,Commercial,11,06-01-2021,06-06-2024,06-02-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
952,TALIA,Female,East,KARNATAKA,560026,JOINT,AADHAR,3.68E+11,Residential,4,22-05-2021,28-02-2024,22-06-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
953,ROBBIE,Female,East,KARNATAKA,560012,JOINT,PAN,4068587,Commercial,6,23-11-2021,29-01-2022,23-12-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
954,DARYL,Female,East,KARNATAKA,560060,INDIVIDUAL,PAN,9745394,Residential,1,07-11-2021,05-05-2024,07-12-2021,Approved,4510,VINOD GUPTA,Installation pending
955,KAITLIN,Female,East,KARNATAKA,560010,INDIVIDUAL,AADHAR,7.77E+11,Commercial,11,19-06-2021,26-04-2024,19-07-2021,Approved,4510,VINOD GUPTA,Installation pending
956,VITO,Female,East,KARNATAKA,560018,INDIVIDUAL,VOTER_ID,76104,Commercial,6,08-04-2021,19-10-2024,08-05-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
957,MEAGHAN,Female,East,KARNATAKA,560005,INDIVIDUAL,PAN,2013181,Residential,11,18-06-2021,29-08-2024,18-07-2021,Approved,2456,RAHUL SINGH,Installation pending
958,LEA,Female,East,KARNATAKA,560056,INDIVIDUAL,PASSPORT,677641961,Commercial,4,29-08-2021,27-02-2024,29-09-2021,Approved,1460,HEM CHAND,Installation pending
959,VINCE,Female,East,KARNATAKA,560053,INDIVIDUAL,AADHAR,7.69E+11,Residential,8,20-01-2021,20-04-2024,20-02-2021,Approved,1678,Manoj Pandey,Installation pending
960,SYED,Female,East,KARNATAKA,560044,INDIVIDUAL,VOTER_ID,72073,Residential,4,18-06-2021,19-09-2024,18-07-2021,Approved,2456,RAHUL SINGH,Installation pending
961,RACHELLE,Female,East,KARNATAKA,560017,INDIVIDUAL,PAN,4558948,Commercial,3,18-04-2021,12-02-2024,18-05-2021,Pending,1460,HEM CHAND,Documents verification in progress
962,GIUSEPPE,Female,East,KARNATAKA,560022,JOINT,VOTER_ID,98828,Commercial,12,21-11-2021,08-07-2024,21-12-2021,Pending,1460,HEM CHAND,Documents verification in progress
963,GUS,Female,East,KARNATAKA,560033,INDIVIDUAL,AADHAR,4.93E+11,Commercial,2,24-01-2021,06-02-2024,24-02-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
964,ELIZA,Female,East,KARNATAKA,560029,INDIVIDUAL,PASSPORT,213856799,Residential,9,05-02-2021,17-12-2024,05-03-2021,Approved,1311,Sudhanshu Gupta,Installation pending
965,DWIGHT,Female,East,KARNATAKA,560013,INDIVIDUAL,VOTER_ID,76158,Residential,4,21-10-2021,20-08-2024,21-11-2021,Approved,1460,HEM CHAND,Installation pending
966,MILDRED,Female,East,KARNATAKA,560057,INDIVIDUAL,PASSPORT,463634724,Residential,9,14-05-2021,10-11-2024,14-06-2021,Pending,1678,Manoj Pandey,Documents verification in progress
967,GILBERT,Female,East,KARNATAKA,560014,INDIVIDUAL,PAN,4142446,Commercial,10,09-09-2021,27-05-2024,09-10-2021,Approved,2456,RAHUL SINGH,Installation pending
968,GIGI,Female,East,KARNATAKA,560062,INDIVIDUAL,VOTER_ID,93813,Commercial,3,19-05-2021,23-07-2024,19-06-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
969,MINA,Female,East,KARNATAKA,560038,INDIVIDUAL,AADHAR,9.07E+11,Residential,7,31-05-2021,17-07-2024,30-06-2021,Pending,1678,Manoj Pandey,Documents verification in progress
970,KAITLYN,Female,East,KARNATAKA,560043,INDIVIDUAL,PAN,9217755,Residential,4,11-09-2021,03-09-2024,11-10-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
971,SHERI,Female,East,KARNATAKA,560045,JOINT,PASSPORT,697149750,Residential,3,24-02-2021,08-04-2024,24-03-2021,Pending,1460,HEM CHAND,Documents verification in progress
972,BEATRIZ,Female,East,KARNATAKA,560009,JOINT,PASSPORT,301646221,Residential,10,29-07-2021,26-11-2024,29-08-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
973,BYRON,Female,East,KARNATAKA,560056,INDIVIDUAL,PASSPORT,600851818,Commercial,9,22-05-2021,20-10-2024,22-06-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
974,LEWIS,Female,East,KARNATAKA,560047,JOINT,PAN,8423565,Commercial,6,11-02-2021,26-04-2024,11-03-2021,Pending,1678,Manoj Pandey,Documents verification in progress
975,DARNELL,Female,East,KARNATAKA,560045,INDIVIDUAL,AADHAR,3.27E+11,Residential,8,14-04-2021,10-10-2024,14-05-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
976,YASMIN,Female,East,KARNATAKA,560026,INDIVIDUAL,PAN,1699211,Residential,11,22-04-2021,13-02-2024,22-05-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
977,ANTONIA,Female,East,KARNATAKA,560058,INDIVIDUAL,AADHAR,8.56E+11,Residential,1,30-12-2021,09-10-2024,30-01-2022,Pending,1311,Sudhanshu Gupta,Documents verification in progress
978,BRYANT,Female,East,KARNATAKA,560065,INDIVIDUAL,PAN,9080749,Residential,2,23-11-2021,15-07-2024,23-12-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
979,ARNOLD,Female,East,KARNATAKA,560038,INDIVIDUAL,PASSPORT,555527377,Commercial,4,07-12-2021,02-12-2024,07-01-2022,Pending,1678,Manoj Pandey,Documents verification in progress
980,MISSY,Female,East,KARNATAKA,560047,INDIVIDUAL,AADHAR,4.40E+11,Commercial,7,29-12-2021,10-06-2024,29-01-2022,Pending,2456,RAHUL SINGH,Documents verification in progress
981,GWEN,Female,East,KARNATAKA,560048,INDIVIDUAL,AADHAR,6.82E+11,Residential,5,03-05-2021,18-10-2024,03-06-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
982,ROSEANN,Female,East,KARNATAKA,560063,INDIVIDUAL,PASSPORT,724333803,Commercial,12,06-06-2021,06-09-2024,06-07-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
983,BRUNO,Female,East,KARNATAKA,560029,JOINT,AADHAR,9.60E+11,Commercial,7,25-11-2021,09-12-2024,25-12-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
984,PRIYA,Female,East,KARNATAKA,560020,JOINT,PASSPORT,884162046,Residential,12,25-09-2021,08-04-2024,25-10-2021,Pending,1678,Manoj Pandey,Documents verification in progress
985,ALEC,Female,East,KARNATAKA,560006,INDIVIDUAL,PASSPORT,614297374,Commercial,11,03-02-2021,01-10-2024,03-03-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
986,ERNESTO,Female,East,KARNATAKA,560004,INDIVIDUAL,AADHAR,3.52E+11,Residential,8,23-01-2021,14-02-2024,23-02-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
987,EARL,Female,East,KARNATAKA,560029,INDIVIDUAL,VOTER_ID,99237,Commercial,8,02-09-2021,30-12-2024,02-10-2021,Pending,1460,HEM CHAND,Documents verification in progress
988,JOSIE,Female,East,KARNATAKA,560049,INDIVIDUAL,VOTER_ID,90843,Residential,8,26-02-2021,09-08-2024,26-03-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
989,WEI,Female,East,KARNATAKA,560050,INDIVIDUAL,AADHAR,7.41E+11,Commercial,8,01-10-2021,14-04-2024,01-11-2021,Approved,2456,RAHUL SINGH,Installation pending
990,AVA,Female,East,KARNATAKA,560055,INDIVIDUAL,VOTER_ID,77722,Residential,3,12-01-2021,18-07-2024,12-02-2021,Approved,1678,Manoj Pandey,Installation pending
991,MIN,Female,East,KARNATAKA,560045,INDIVIDUAL,PAN,1568357,Residential,6,05-07-2021,04-03-2024,05-08-2021,Approved,2456,RAHUL SINGH,Installation pending
992,GRAHAM,Female,East,KARNATAKA,560044,INDIVIDUAL,PAN,1567055,Commercial,10,11-10-2021,10-09-2024,11-11-2021,Approved,1678,Manoj Pandey,Installation pending
993,CARMINE,Female,East,KARNATAKA,560037,JOINT,PAN,3284069,Residential,7,05-07-2021,05-08-2024,05-08-2021,Approved,1460,HEM CHAND,Installation pending
994,ALLY,Female,East,KARNATAKA,560034,INDIVIDUAL,PAN,2802493,Commercial,9,20-10-2021,20-11-2024,20-11-2021,Approved,1678,Manoj Pandey,Installation pending
995,KENYA,Female,East,KARNATAKA,560051,INDIVIDUAL,PAN,6067426,Residential,11,29-10-2021,29-11-2024,29-11-2021,Approved,1678,Manoj Pandey,Installation pending
996,RAMONA,Female,East,KARNATAKA,560035,INDIVIDUAL,PAN,1514491,Commercial,9,27-10-2021,27-11-2024,27-11-2021,Approved,4510,VINOD GUPTA,Installation pending
997,KIRA,Female,East,KARNATAKA,560023,INDIVIDUAL,AADHAR,8.82E+11,Residential,3,01-06-2021,,01-07-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
998,ADA,Female,East,KARNATAKA,560060,INDIVIDUAL,PAN,3217695,Commercial,12,24-04-2021,,24-05-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
999,FRANCESCO,Female,East,KARNATAKA,560064,INDIVIDUAL,VOTER_ID,77595,Commercial,2,12-10-2021,,12-11-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
1000,ELISSA,Female,East,KARNATAKA,560063,INDIVIDUAL,AADHAR,2.14E+11,Commercial,4,23-12-2021,,23-01-2022,Pending,4510,VINOD GUPTA,Documents verification in progress
1001,HAYLEY,Female,East,KARNATAKA,560042,INDIVIDUAL,PASSPORT,799143397,Residential,5,29-08-2021,,29-09-2021,Pending,1460,HEM CHAND,Documents verification in progress
1002,LOREN,Female,East,KARNATAKA,560019,JOINT,VOTER_ID,78311,Residential,8,29-09-2021,,29-10-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
1003,JOHNATHAN,Female,East,KARNATAKA,560029,JOINT,AADHAR,2.07E+11,Residential,12,16-03-2021,,16-04-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
1004,ELSA,Female,East,KARNATAKA,560043,INDIVIDUAL,VOTER_ID,77279,Residential,12,13-07-2021,,13-08-2021,Pending,1460,HEM CHAND,Documents verification in progress
1005,KÁRI,Female,East,KARNATAKA,560042,JOINT,PAN,4537304,Residential,10,12-10-2021,,12-11-2021,Pending,1460,HEM CHAND,Documents verification in progress
1006,FABIO,Female,East,KARNATAKA,560032,INDIVIDUAL,PASSPORT,101134400,Residential,9,16-06-2021,,16-07-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
1007,TRISTAN,Female,East,KARNATAKA,560030,INDIVIDUAL,PAN,1683119,Commercial,11,11-01-2021,,11-02-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
1008,SVETLANA,Female,East,KARNATAKA,560035,INDIVIDUAL,AADHAR,8.95E+11,Commercial,6,13-06-2021,,13-07-2021,Pending,1678,Manoj Pandey,Documents verification in progress
1009,EDITH,Female,East,KARNATAKA,560042,INDIVIDUAL,VOTER_ID,94436,Commercial,9,13-08-2021,13-09-2024,13-09-2021,Approved,1311,Sudhanshu Gupta,Installation pending
1010,INNA,Female,East,KARNATAKA,560052,INDIVIDUAL,VOTER_ID,87630,Commercial,11,28-10-2021,28-11-2024,28-11-2021,Approved,2456,RAHUL SINGH,Installation pending
1011,MEAGAN,Female,East,KARNATAKA,560001,INDIVIDUAL,VOTER_ID,74203,Residential,1,12-01-2021,12-02-2024,12-02-2021,Approved,1311,Sudhanshu Gupta,Installation pending
1012,ISABELLE,Female,East,KARNATAKA,560041,INDIVIDUAL,VOTER_ID,86841,Residential,5,02-06-2021,02-07-2024,02-07-2021,Approved,1311,Sudhanshu Gupta,Installation pending
1013,KELLEY,Female,East,KARNATAKA,560032,INDIVIDUAL,PAN,8907055,Residential,12,30-08-2021,,30-09-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
1014,LETICIA,Female,East,KARNATAKA,560063,JOINT,PAN,3879111,Residential,8,10-12-2021,,10-01-2022,Pending,4510,VINOD GUPTA,Documents verification in progress
1015,HANNA,Female,East,KARNATAKA,560005,JOINT,PASSPORT,993395412,Residential,10,20-11-2021,,20-12-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
1016,TY,Female,East,KARNATAKA,560036,INDIVIDUAL,PAN,7573790,Residential,8,09-06-2021,09-07-2024,09-07-2021,Approved,1678,Manoj Pandey,Installation pending
1017,JACKSON,Female,East,KARNATAKA,560010,INDIVIDUAL,PAN,5767336,Commercial,2,15-01-2021,15-02-2024,15-02-2021,Approved,1678,Manoj Pandey,Installation pending
1018,TRINA,Female,East,KARNATAKA,560026,INDIVIDUAL,VOTER_ID,73281,Residential,11,02-09-2021,,02-10-2021,Pending,1460,HEM CHAND,Documents verification in progress
1019,KELLIE,Female,East,KARNATAKA,560041,INDIVIDUAL,VOTER_ID,98970,Commercial,4,29-03-2021,,29-04-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
1020,ROSANNA,Female,East,KARNATAKA,560039,INDIVIDUAL,VOTER_ID,99059,Commercial,7,18-10-2021,,18-11-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
1021,CHARMAINE,Female,East,KARNATAKA,560058,INDIVIDUAL,AADHAR,6.09E+11,Residential,6,30-06-2021,30-07-2024,30-07-2021,Approved,1311,Sudhanshu Gupta,Installation pending
1022,RENÁTA,Female,East,KARNATAKA,560041,INDIVIDUAL,PASSPORT,761773908,Commercial,11,18-04-2021,18-05-2024,18-05-2021,Approved,4510,VINOD GUPTA,Installation pending
1023,MAGDALENA,Female,East,KARNATAKA,560006,INDIVIDUAL,AADHAR,8.88E+11,Residential,4,14-02-2021,,14-03-2021,Pending,1678,Manoj Pandey,Documents verification in progress
1024,MARCELA,Female,East,KARNATAKA,560062,JOINT,PASSPORT,534383075,Commercial,3,26-10-2021,,26-11-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
1025,GERRY,Female,East,KARNATAKA,560029,INDIVIDUAL,VOTER_ID,88458,Commercial,5,04-09-2021,,04-10-2021,Pending,1678,Manoj Pandey,Documents verification in progress
1026,MICKEY,Female,East,KARNATAKA,560021,INDIVIDUAL,VOTER_ID,76901,Commercial,11,19-02-2021,,19-03-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
1027,RAHUL,Female,East,KARNATAKA,560018,INDIVIDUAL,PASSPORT,815132423,Residential,4,12-10-2021,,12-11-2021,Connection Released,1678,Manoj Pandey,Installation completed
1028,ISAIAH,Female,East,KARNATAKA,560047,INDIVIDUAL,PASSPORT,472544607,Residential,1,28-04-2021,,28-05-2021,Connection Released,4510,VINOD GUPTA,Installation completed
1029,LEILA,Female,East,KARNATAKA,560064,INDIVIDUAL,VOTER_ID,92792,Residential,4,04-07-2021,,04-08-2021,Connection Released,2456,RAHUL SINGH,Installation completed
1030,LI,Female,East,KARNATAKA,560012,INDIVIDUAL,VOTER_ID,89334,Residential,10,14-11-2021,14-12-2024,14-12-2021,Approved,1460,HEM CHAND,Installation pending
1031,JUANITA,Female,East,KARNATAKA,560047,INDIVIDUAL,VOTER_ID,74146,Residential,4,16-11-2021,16-12-2024,16-12-2021,Approved,1311,Sudhanshu Gupta,Installation pending
1032,ANDREAS,Female,East,KARNATAKA,560047,INDIVIDUAL,AADHAR,2.77E+11,Residential,1,26-07-2021,26-08-2024,26-08-2021,Approved,1311,Sudhanshu Gupta,Installation pending
1033,ALEXANDRIA,Female,East,KARNATAKA,560024,JOINT,PASSPORT,421553035,Residential,8,17-12-2021,17-01-2022,17-01-2022,Approved,1311,Sudhanshu Gupta,Installation pending
1034,HARVEY,Female,West,KARNATAKA,560046,JOINT,PAN,1302214,Commercial,2,12-10-2021,,12-11-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
1035,ROSALIE,Female,West,KARNATAKA,560028,INDIVIDUAL,VOTER_ID,94613,Commercial,11,27-09-2021,,27-10-2021,Connection Released,1460,HEM CHAND,Installation completed
1036,VLAD,Female,West,KARNATAKA,560017,JOINT,AADHAR,9.70E+11,Commercial,8,06-04-2021,,06-05-2021,Connection Released,1678,Manoj Pandey,Installation completed
1037,HUGH,Female,West,KARNATAKA,560028,INDIVIDUAL,AADHAR,5.59E+11,Commercial,12,30-01-2021,28-02-2024,28-02-2021,Approved,1678,Manoj Pandey,Installation pending
1038,PAULETTE,Female,West,KARNATAKA,560017,INDIVIDUAL,PASSPORT,355110403,Commercial,6,12-12-2021,12-01-2022,12-01-2022,Approved,2456,RAHUL SINGH,Installation pending
1039,LATISHA,Female,West,KARNATAKA,560043,INDIVIDUAL,PASSPORT,895391678,Commercial,4,10-06-2021,,10-07-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
1040,JUN,Female,West,KARNATAKA,560033,INDIVIDUAL,PAN,5687827,Residential,1,22-11-2021,,22-12-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
1041,RENA,Female,West,KARNATAKA,560029,INDIVIDUAL,VOTER_ID,75929,Commercial,9,26-06-2021,,26-07-2021,Pending,1678,Manoj Pandey,Documents verification in progress
1042,MUSTAFA,Female,West,KARNATAKA,560025,INDIVIDUAL,VOTER_ID,74559,Residential,11,29-11-2021,,29-12-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
1043,MARCY,Female,West,KARNATAKA,560040,INDIVIDUAL,VOTER_ID,88828,Residential,10,23-10-2021,,23-11-2021,Pending,1460,HEM CHAND,Documents verification in progress
1044,LAUREL,Female,West,KARNATAKA,560012,INDIVIDUAL,PAN,4775014,Commercial,8,03-12-2021,03-01-2022,03-01-2022,Approved,2456,RAHUL SINGH,Installation pending
1045,GABBY,Female,West,KARNATAKA,560047,JOINT,PASSPORT,385420135,Commercial,10,11-03-2021,11-04-2024,11-04-2021,Approved,1678,Manoj Pandey,Installation pending
1046,JAYSON,Female,West,KARNATAKA,560058,JOINT,AADHAR,3.96E+11,Residential,11,24-05-2021,24-06-2024,24-06-2021,Approved,1460,HEM CHAND,Installation pending
1047,JULIEN,Female,West,KARNATAKA,560022,INDIVIDUAL,PASSPORT,362642517,Commercial,3,07-07-2021,07-08-2024,07-08-2021,Approved,1311,Sudhanshu Gupta,Installation pending
1048,EMILIO,Female,West,KARNATAKA,560055,INDIVIDUAL,AADHAR,9.54E+11,Residential,3,11-05-2021,,11-06-2021,Pending,1678,Manoj Pandey,Documents verification in progress
1049,EDNA,Female,West,KARNATAKA,560023,INDIVIDUAL,PASSPORT,291382301,Commercial,9,06-11-2021,,06-12-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
